Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,Idaho,All Sexes,85 years and over,0.0,355.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,54.0,1416.0,24.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,15.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,28.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,39.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,40.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,43.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,66.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,187.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,148.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,13.0,284.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,18.0,409.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,21.0,417.0,10.0
09/27/2023,Idaho,All Sexes,All Ages,21.0,1374.0,13.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,12.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,24.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,25.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,27.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,22.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,49.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,62.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,180.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,147.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,290.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,370.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,405.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,0.0,1388.0,0.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,10.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,29.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,39.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,38.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,44.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,56.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,69.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,185.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,147.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,275.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,380.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,413.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,0.0,1316.0,0.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,20.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,20.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,27.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,29.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,37.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,39.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,47.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,55.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,186.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,160.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,251.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,370.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,378.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,19.0,1350.0,0.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,13.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,23.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,37.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,37.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,43.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,56.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,54.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,63.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,190.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,149.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,286.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,370.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,357.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,10.0,1357.0,0.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,17.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,22.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,24.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,35.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,63.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,64.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,58.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,181.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,144.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,273.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,382.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,382.0,0.0
09/27/2023,Idaho,All Sexes,All Ages,12.0,593.0,0.0
09/27/2023,Idaho,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,18-29 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,25-34 years,0.0,0.0,0.0
09/27/2023,Idaho,All Sexes,30-39 years,0.0,12.0,0.0
09/27/2023,Idaho,All Sexes,35-44 years,0.0,19.0,0.0
09/27/2023,Idaho,All Sexes,40-49 years,0.0,26.0,0.0
09/27/2023,Idaho,All Sexes,45-54 years,0.0,28.0,0.0
09/27/2023,Idaho,All Sexes,50-64 years,0.0,67.0,0.0
09/27/2023,Idaho,All Sexes,55-64 years,0.0,53.0,0.0
09/27/2023,Idaho,All Sexes,65-74 years,0.0,122.0,0.0
09/27/2023,Idaho,All Sexes,75-84 years,0.0,201.0,0.0
09/27/2023,Idaho,All Sexes,85 years and over,0.0,159.0,0.0
09/27/2023,Illinois,All Sexes,All Ages,0.0,9800.0,0.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,58.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,95.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,74.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,150.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,178.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,205.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,0.0,288.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,0.0,370.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,0.0,507.0,0.0
09/27/2023,Illinois,All Sexes,50-64 years,0.0,1554.0,0.0
09/27/2023,Illinois,All Sexes,55-64 years,0.0,1247.0,0.0
09/27/2023,Illinois,All Sexes,65-74 years,0.0,1956.0,0.0
09/27/2023,Illinois,All Sexes,75-84 years,0.0,2259.0,0.0
09/27/2023,Illinois,All Sexes,85 years and over,0.0,3211.0,0.0
09/27/2023,Illinois,All Sexes,All Ages,0.0,9182.0,0.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,57.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,88.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,88.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,150.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,171.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,204.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,0.0,234.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,0.0,293.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,0.0,442.0,0.0
09/27/2023,Illinois,All Sexes,50-64 years,0.0,1510.0,0.0
09/27/2023,Illinois,All Sexes,55-64 years,0.0,1234.0,0.0
09/27/2023,Illinois,All Sexes,65-74 years,0.0,1779.0,0.0
09/27/2023,Illinois,All Sexes,75-84 years,0.0,2189.0,0.0
09/27/2023,Illinois,All Sexes,85 years and over,0.0,2969.0,0.0
09/27/2023,Illinois,All Sexes,All Ages,193.0,10101.0,113.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,63.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,106.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,18.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,90.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,159.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,183.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,225.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,0.0,274.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,10.0,356.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,20.0,525.0,12.0
09/27/2023,Illinois,All Sexes,50-64 years,43.0,1617.0,20.0
09/27/2023,Illinois,All Sexes,55-64 years,30.0,1300.0,14.0
09/27/2023,Illinois,All Sexes,65-74 years,56.0,1935.0,30.0
09/27/2023,Illinois,All Sexes,75-84 years,45.0,2451.0,32.0
09/27/2023,Illinois,All Sexes,85 years and over,29.0,3252.0,22.0
09/27/2023,Illinois,All Sexes,All Ages,2448.0,12417.0,1270.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,43.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,79.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,16.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,116.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,15.0,236.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,26.0,254.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,38.0,282.0,21.0
09/27/2023,Illinois,All Sexes,35-44 years,52.0,355.0,31.0
09/27/2023,Illinois,All Sexes,40-49 years,86.0,445.0,44.0
09/27/2023,Illinois,All Sexes,45-54 years,134.0,634.0,70.0
09/27/2023,Illinois,All Sexes,50-64 years,392.0,1959.0,218.0
09/27/2023,Illinois,All Sexes,55-64 years,312.0,1575.0,176.0
09/27/2023,Illinois,All Sexes,65-74 years,523.0,2467.0,276.0
09/27/2023,Illinois,All Sexes,75-84 years,667.0,2963.0,346.0
09/27/2023,Illinois,All Sexes,85 years and over,727.0,3986.0,362.0
09/27/2023,Illinois,All Sexes,All Ages,2822.0,12243.0,1378.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,57.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,102.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,10.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,13.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,139.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,240.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,19.0,248.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,46.0,321.0,18.0
09/27/2023,Illinois,All Sexes,35-44 years,70.0,398.0,27.0
09/27/2023,Illinois,All Sexes,40-49 years,103.0,504.0,42.0
09/27/2023,Illinois,All Sexes,45-54 years,172.0,750.0,83.0
09/27/2023,Illinois,All Sexes,50-64 years,460.0,2108.0,239.0
09/27/2023,Illinois,All Sexes,55-64 years,352.0,1660.0,183.0
09/27/2023,Illinois,All Sexes,65-74 years,619.0,2346.0,340.0
09/27/2023,Illinois,All Sexes,75-84 years,678.0,2784.0,343.0
09/27/2023,Illinois,All Sexes,85 years and over,906.0,3838.0,390.0
09/27/2023,Illinois,All Sexes,All Ages,1162.0,9727.0,541.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,55.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,112.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,12.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,20.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,134.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,233.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,243.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,19.0,258.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,34.0,321.0,12.0
09/27/2023,Illinois,All Sexes,40-49 years,42.0,439.0,15.0
09/27/2023,Illinois,All Sexes,45-54 years,56.0,597.0,23.0
09/27/2023,Illinois,All Sexes,50-64 years,200.0,1674.0,95.0
09/27/2023,Illinois,All Sexes,55-64 years,164.0,1334.0,82.0
09/27/2023,Illinois,All Sexes,65-74 years,251.0,1896.0,134.0
09/27/2023,Illinois,All Sexes,75-84 years,280.0,2231.0,144.0
09/27/2023,Illinois,All Sexes,85 years and over,366.0,2884.0,144.0
09/27/2023,Illinois,All Sexes,All Ages,443.0,9322.0,181.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,64.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,118.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,13.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,19.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,134.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,232.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,233.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,253.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,12.0,310.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,21.0,385.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,36.0,541.0,11.0
09/27/2023,Illinois,All Sexes,50-64 years,79.0,1552.0,30.0
09/27/2023,Illinois,All Sexes,55-64 years,57.0,1226.0,23.0
09/27/2023,Illinois,All Sexes,65-74 years,85.0,1855.0,46.0
09/27/2023,Illinois,All Sexes,75-84 years,105.0,2167.0,51.0
09/27/2023,Illinois,All Sexes,85 years and over,143.0,2760.0,47.0
09/27/2023,Illinois,All Sexes,All Ages,491.0,9501.0,211.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,58.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,98.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,13.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,132.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,201.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,198.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,248.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,0.0,303.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,19.0,413.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,29.0,573.0,11.0
09/27/2023,Illinois,All Sexes,50-64 years,56.0,1602.0,25.0
09/27/2023,Illinois,All Sexes,55-64 years,42.0,1276.0,21.0
09/27/2023,Illinois,All Sexes,65-74 years,94.0,1827.0,46.0
09/27/2023,Illinois,All Sexes,75-84 years,131.0,2231.0,62.0
09/27/2023,Illinois,All Sexes,85 years and over,179.0,2881.0,65.0
09/27/2023,Illinois,All Sexes,All Ages,552.0,9234.0,239.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,57.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,110.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,26.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,128.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,215.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,224.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,10.0,237.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,10.0,266.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,0.0,335.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,19.0,509.0,10.0
09/27/2023,Illinois,All Sexes,50-64 years,77.0,1493.0,40.0
09/27/2023,Illinois,All Sexes,55-64 years,63.0,1172.0,34.0
09/27/2023,Illinois,All Sexes,65-74 years,116.0,1853.0,47.0
09/27/2023,Illinois,All Sexes,75-84 years,153.0,2153.0,75.0
09/27/2023,Illinois,All Sexes,85 years and over,186.0,2838.0,67.0
09/27/2023,Illinois,All Sexes,All Ages,1084.0,10275.0,484.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,63.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,102.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,14.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,102.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,182.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,195.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,0.0,226.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,13.0,291.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,21.0,365.0,0.0
09/27/2023,Illinois,All Sexes,45-54 years,35.0,527.0,12.0
09/27/2023,Illinois,All Sexes,50-64 years,125.0,1615.0,65.0
09/27/2023,Illinois,All Sexes,55-64 years,103.0,1287.0,55.0
09/27/2023,Illinois,All Sexes,65-74 years,201.0,1963.0,88.0
09/27/2023,Illinois,All Sexes,75-84 years,280.0,2513.0,134.0
09/27/2023,Illinois,All Sexes,85 years and over,446.0,3309.0,186.0
09/27/2023,Illinois,All Sexes,All Ages,3344.0,12842.0,1597.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,58.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,92.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,15.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,109.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,192.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,17.0,215.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,28.0,266.0,10.0
09/27/2023,Illinois,All Sexes,35-44 years,37.0,319.0,12.0
09/27/2023,Illinois,All Sexes,40-49 years,69.0,430.0,27.0
09/27/2023,Illinois,All Sexes,45-54 years,111.0,637.0,48.0
09/27/2023,Illinois,All Sexes,50-64 years,385.0,1858.0,199.0
09/27/2023,Illinois,All Sexes,55-64 years,322.0,1478.0,172.0
09/27/2023,Illinois,All Sexes,65-74 years,691.0,2518.0,363.0
09/27/2023,Illinois,All Sexes,75-84 years,946.0,3180.0,496.0
09/27/2023,Illinois,All Sexes,85 years and over,1217.0,4306.0,497.0
09/27/2023,Illinois,All Sexes,All Ages,4182.0,14076.0,2003.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,45.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,85.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,14.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,94.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,12.0,180.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,20.0,217.0,11.0
09/27/2023,Illinois,All Sexes,30-39 years,27.0,255.0,14.0
09/27/2023,Illinois,All Sexes,35-44 years,47.0,300.0,19.0
09/27/2023,Illinois,All Sexes,40-49 years,89.0,458.0,38.0
09/27/2023,Illinois,All Sexes,45-54 years,149.0,710.0,73.0
09/27/2023,Illinois,All Sexes,50-64 years,494.0,2163.0,249.0
09/27/2023,Illinois,All Sexes,55-64 years,402.0,1750.0,202.0
09/27/2023,Illinois,All Sexes,65-74 years,826.0,2665.0,457.0
09/27/2023,Illinois,All Sexes,75-84 years,1142.0,3540.0,601.0
09/27/2023,Illinois,All Sexes,85 years and over,1591.0,4730.0,638.0
09/27/2023,Illinois,All Sexes,All Ages,2407.0,11942.0,1313.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,67.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,107.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,20.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,92.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,11.0,181.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,15.0,192.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,15.0,235.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,30.0,303.0,11.0
09/27/2023,Illinois,All Sexes,40-49 years,59.0,398.0,29.0
09/27/2023,Illinois,All Sexes,45-54 years,97.0,573.0,61.0
09/27/2023,Illinois,All Sexes,50-64 years,291.0,1809.0,170.0
09/27/2023,Illinois,All Sexes,55-64 years,232.0,1477.0,132.0
09/27/2023,Illinois,All Sexes,65-74 years,539.0,2373.0,321.0
09/27/2023,Illinois,All Sexes,75-84 years,673.0,2897.0,397.0
09/27/2023,Illinois,All Sexes,85 years and over,818.0,3942.0,385.0
09/27/2023,Illinois,All Sexes,All Ages,1075.0,9767.0,598.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,51.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,85.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,11.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,13.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,68.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,148.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,190.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,15.0,222.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,22.0,262.0,10.0
09/27/2023,Illinois,All Sexes,40-49 years,33.0,344.0,15.0
09/27/2023,Illinois,All Sexes,45-54 years,61.0,539.0,32.0
09/27/2023,Illinois,All Sexes,50-64 years,148.0,1519.0,86.0
09/27/2023,Illinois,All Sexes,55-64 years,107.0,1184.0,62.0
09/27/2023,Illinois,All Sexes,65-74 years,267.0,2123.0,159.0
09/27/2023,Illinois,All Sexes,75-84 years,291.0,2322.0,189.0
09/27/2023,Illinois,All Sexes,85 years and over,316.0,3004.0,143.0
09/27/2023,Illinois,All Sexes,All Ages,554.0,9441.0,319.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,62.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,97.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,17.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,109.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,199.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,0.0,206.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,10.0,229.0,0.0
09/27/2023,Illinois,All Sexes,35-44 years,15.0,272.0,0.0
09/27/2023,Illinois,All Sexes,40-49 years,27.0,387.0,12.0
09/27/2023,Illinois,All Sexes,45-54 years,37.0,567.0,17.0
09/27/2023,Illinois,All Sexes,50-64 years,101.0,1571.0,56.0
09/27/2023,Illinois,All Sexes,55-64 years,82.0,1242.0,47.0
09/27/2023,Illinois,All Sexes,65-74 years,127.0,1895.0,78.0
09/27/2023,Illinois,All Sexes,75-84 years,151.0,2297.0,90.0
09/27/2023,Illinois,All Sexes,85 years and over,133.0,2766.0,74.0
09/27/2023,Illinois,All Sexes,All Ages,738.0,9382.0,464.0
09/27/2023,Illinois,All Sexes,Under 1 year,0.0,64.0,0.0
09/27/2023,Illinois,All Sexes,0-17 years,0.0,103.0,0.0
09/27/2023,Illinois,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Illinois,All Sexes,5-14 years,0.0,15.0,0.0
09/27/2023,Illinois,All Sexes,15-24 years,0.0,110.0,0.0
09/27/2023,Illinois,All Sexes,18-29 years,0.0,182.0,0.0
09/27/2023,Illinois,All Sexes,25-34 years,15.0,210.0,0.0
09/27/2023,Illinois,All Sexes,30-39 years,22.0,277.0,14.0
