city,state_name,lat,lng,population,density
Las Ochenta,Puerto Rico,17.9847,-66.3174,1058,774.2
Danvers,Illinois,40.53,-89.1751,1057,470.4
Luxora,Arkansas,35.7575,-89.9298,1057,447.0
Solomon,Kansas,38.9215,-97.3692,1057,506.2
Poseyville,Indiana,38.1697,-87.7834,1056,604.2
Percy,Illinois,38.0153,-89.6188,1056,437.3
Maypearl,Texas,32.3141,-97.0051,1056,493.0
Macon,Illinois,39.7117,-88.9965,1056,290.4
Washington,Kansas,39.816,-97.0487,1056,394.5
River Road,Washington,48.0677,-123.1276,1056,530.9
Marion,Wisconsin,44.6743,-88.8903,1056,177.9
North Enid,Oklahoma,36.4458,-97.8634,1056,190.1
Pomona,Kansas,38.6108,-95.4529,1056,486.5
Speers,Pennsylvania,40.1222,-79.8799,1056,411.7
Cattaraugus,New York,42.33,-78.8671,1056,342.1
South Henderson,North Carolina,36.3033,-78.406,1056,226.0
Franklin,Georgia,33.2797,-85.0985,1056,121.1
North Bend,Ohio,39.1505,-84.7405,1056,366.7
Clayton,Indiana,39.6892,-86.5234,1055,636.1
Weeping Water,Nebraska,40.8691,-96.1399,1055,403.6
Dane,Wisconsin,43.2497,-89.4993,1055,328.8
Topeka,Indiana,41.5394,-85.5475,1055,226.3
Sprague,West Virginia,37.7938,-81.1822,1055,588.2
Maywood Park,Oregon,45.5524,-122.5617,1054,2318.1
Mentone,Indiana,41.174,-86.0382,1054,794.1
Adair Village,Oregon,44.6706,-123.216,1054,961.6
Van Vleck,Texas,29.0278,-95.88,1054,68.5
Victoria,Kansas,38.8538,-99.1473,1054,693.9
White Haven,Pennsylvania,41.0566,-75.7802,1054,340.1
McCullom Lake,Illinois,42.368,-88.2965,1054,1010.8
Gueydan,Louisiana,30.0291,-92.5071,1053,502.1
Kraemer,Louisiana,29.8606,-90.6337,1053,76.6
Roland,Arkansas,34.9005,-92.5186,1053,40.3
English,Indiana,38.3408,-86.4592,1052,121.1
Minor,Alabama,33.539,-86.9401,1052,483.9
Lewisburg,Kentucky,36.9872,-86.9502,1052,307.0
Mathews,Virginia,37.4365,-76.3245,1052,132.9
Embreeville,Tennessee,36.1767,-82.4494,1052,296.5
North Randall,Ohio,41.4327,-81.5291,1051,541.8
Gorman,North Carolina,36.0417,-78.8092,1051,130.3
Kirklin,Indiana,40.1929,-86.3592,1050,1031.7
Panacea,Florida,30.0282,-84.3936,1050,172.3
Summitville,Indiana,40.3359,-85.6436,1050,670.7
South Corning,New York,42.1262,-77.0356,1050,657.4
Baxter Estates,New York,40.8338,-73.6948,1050,2103.6
Flagtown,New Jersey,40.5232,-74.6909,1050,218.6
Memphis,Michigan,42.8956,-82.7689,1050,366.2
Gerber,California,40.0614,-122.1482,1049,451.4
Avonmore,Pennsylvania,40.5272,-79.4693,1049,304.5
Villa Hugo II,Puerto Rico,18.4,-65.8928,1049,322.2
Carpendale,West Virginia,39.6278,-78.7896,1048,294.6
Leadington,Missouri,37.8343,-90.4807,1048,388.6
Tyrone,Oklahoma,36.9555,-101.068,1048,960.6
Lockwood,Missouri,37.3867,-93.9579,1048,428.7
Utica,Nebraska,40.8953,-97.3455,1048,894.9
Hustisford,Wisconsin,43.3441,-88.6031,1048,344.2
Amador Pines,California,38.4896,-120.5333,1048,79.0
Omaha,Texas,33.182,-94.7402,1047,300.7
Whitewater,Kansas,37.9636,-97.146,1047,966.1
Sheffield,Iowa,42.8928,-93.2086,1047,73.6
Goodland,Indiana,40.7637,-87.2951,1047,526.3
Coldspring,Texas,30.5898,-95.1307,1047,207.4
Brushy,Oklahoma,35.5578,-94.7434,1047,14.8
Palm Beach Shores,Florida,26.7775,-80.0367,1046,2100.2
Windsor,Illinois,39.4389,-88.5953,1046,704.7
Rushville,Nebraska,42.7134,-102.4665,1046,302.1
Fairfield Beach,Ohio,39.9183,-82.4791,1046,674.9
Tioga,Texas,33.4728,-96.9186,1046,187.2
Nemacolin,Pennsylvania,39.8784,-79.9294,1046,254.3
Lowell,Oregon,43.9208,-122.7819,1046,458.3
Bogata,Texas,33.4699,-95.2136,1046,320.7
Tornado,West Virginia,38.3369,-81.855,1046,105.1
Bassett,Virginia,36.7615,-79.9866,1045,100.6
Martin's Additions,Maryland,38.9796,-77.0693,1045,2801.9
Bonneau Beach,South Carolina,33.3229,-79.99,1045,213.0
Yoncalla,Oregon,43.6003,-123.2875,1044,670.2
Boonville,California,39.0115,-123.374,1044,69.5
Burgin,Kentucky,37.7543,-84.7632,1044,264.0
Fanning Springs,Florida,29.5873,-82.9245,1044,94.1
Ak-Chin Village,Arizona,33.0197,-112.0808,1043,44.0
Footville,Wisconsin,42.6715,-89.2084,1043,350.2
Indian Hills,New Mexico,34.9832,-106.1398,1043,54.8
White Plains,North Carolina,36.4451,-80.6351,1043,108.9
Farmington,Pennsylvania,39.81,-79.5623,1043,149.1
Las Ollas,Puerto Rico,18.0142,-66.4207,1042,1863.0
Puxico,Missouri,36.9507,-90.1586,1042,656.6
Terre Hill,Pennsylvania,40.1592,-76.0508,1042,987.9
Seaman,Ohio,38.937,-83.5753,1042,362.4
Copperton,Utah,40.5662,-112.0977,1042,788.6
Attica,Michigan,43.0313,-83.1607,1042,74.0
Lake Shore,Minnesota,46.504,-94.3635,1041,29.5
Kingston,New Jersey,40.3838,-74.6122,1041,198.3
Riceville,Tennessee,35.3895,-84.6989,1041,136.7
Califon,New Jersey,40.7193,-74.8371,1041,476.8
Meadow Vale,Kentucky,38.2833,-85.5725,1041,1810.1
Herald,California,38.2913,-121.2318,1041,51.4
Carson City,Michigan,43.1815,-84.8462,1041,350.5
San Pablo,New Mexico,32.2507,-106.7626,1041,324.3
Curtisville,Pennsylvania,40.6497,-79.8492,1041,310.3
Carbonville,Utah,39.6268,-110.8332,1041,80.9
Ricardo,Texas,27.4186,-97.8476,1041,76.6
Sidney,Illinois,40.025,-88.0721,1040,802.8
McLeansville,North Carolina,36.1045,-79.6554,1040,58.2
Farmersville,Ohio,39.6787,-84.4275,1039,595.3
Mapleton,Iowa,42.1673,-95.7909,1039,288.2
Eagle Lake,Wisconsin,42.7014,-88.1291,1039,179.1
Enderlin,North Dakota,46.6215,-97.5956,1039,239.4
Ponderosa Pine,New Mexico,34.972,-106.3369,1039,47.7
Galatia,Illinois,37.8414,-88.6148,1039,216.5
Spring Glen,Utah,39.6561,-110.8461,1039,127.6
Mounds,Oklahoma,35.8792,-96.0678,1039,174.1
Eagle,Nebraska,40.8161,-96.4329,1038,860.5
Oakland,South Carolina,33.9868,-80.4972,1038,718.0
Trezevant,Tennessee,36.011,-88.6206,1038,238.6
Morrisonville,Illinois,39.4217,-89.459,1038,419.0
La Puebla,New Mexico,35.9882,-106.0005,1038,144.4
Allardt,Tennessee,36.3811,-84.8814,1038,101.6
Panaca,Nevada,37.7881,-114.4005,1038,132.5
Enlow,Pennsylvania,40.4523,-80.2317,1038,475.5
Orient,New York,41.1425,-72.2771,1037,77.1
De Soto,Iowa,41.5371,-94.0103,1037,218.2
Waldo,Florida,29.7925,-82.1663,1037,167.4
Dexter,New Mexico,33.1954,-104.3687,1037,561.6
Dexter,Georgia,32.4331,-83.0595,1037,474.4
Jamaica Beach,Texas,29.1904,-94.98,1037,863.5
North Edwards,California,35.0474,-117.8093,1037,27.4
Dixon,Missouri,37.9953,-92.0956,1037,366.3
Dilworthtown,Pennsylvania,39.9032,-75.5709,1037,553.7
Plummer,Idaho,47.3301,-116.8849,1037,307.9
Utica,Indiana,38.338,-85.6559,1036,315.3
Winthrop,Iowa,42.4708,-91.7375,1036,500.5
Santa Ana Pueblo,New Mexico,35.3495,-106.5202,1036,49.3
Baldwin,Michigan,43.8971,-85.8531,1036,337.2
Wakefield,Kansas,39.2164,-97.0187,1036,739.9
Tidmore Bend,Alabama,34.0324,-85.9253,1036,42.6
Sandy Springs,South Carolina,34.5974,-82.7493,1036,130.9
Lower Lake,California,38.9118,-122.6084,1036,154.2
Randolph,Nebraska,42.3775,-97.3578,1035,439.2
China,Texas,30.0522,-94.3331,1035,322.1
North Tunica,Mississippi,34.7031,-90.3797,1035,642.3
Folly Beach,South Carolina,32.6692,-79.95,1035,82.2
Tahoma,California,39.064,-120.1434,1035,154.7
Port Morris,New Jersey,40.9061,-74.6845,1035,1119.7
Dash Point,Washington,47.313,-122.4154,1035,613.8
Dortches,North Carolina,36.0114,-77.8572,1034,46.7
Audubon Park,New Jersey,39.8969,-75.089,1034,1930.8
Frankfort,Michigan,44.6361,-86.2332,1034,256.0
Buckhead Ridge,Florida,27.1331,-80.8868,1034,400.8
Central City,Pennsylvania,40.1096,-78.8043,1033,724.5
Boulder,Montana,46.2359,-112.1198,1033,352.7
Ridgway,Colorado,38.1573,-107.7545,1033,238.5
Dawson,Texas,31.8941,-96.7151,1033,204.0
Williams,Oregon,42.2194,-123.2922,1033,47.0
Clinton,Washington,47.9731,-122.3577,1033,428.4
Albany,Wisconsin,42.7069,-89.4367,1032,329.4
Tallaboa,Puerto Rico,17.9935,-66.7067,1032,313.0
Mountainair,New Mexico,34.5212,-106.2392,1032,220.6
Pond Creek,Oklahoma,36.6679,-97.8024,1032,510.3
Vardaman,Mississippi,33.8822,-89.1778,1032,345.7
Buhl,Minnesota,47.4994,-92.7691,1032,127.1
Greene,Rhode Island,41.6988,-71.7339,1032,64.6
Oxford,Kansas,37.2741,-97.1696,1032,445.7
Churchill,Montana,45.75,-111.3102,1031,107.5
Stockton,Utah,40.4496,-112.3672,1031,245.9
Wink,Texas,31.7545,-103.1541,1031,326.7
Somerset,Maryland,38.9666,-77.0963,1031,5193.2
Upton,Wyoming,44.1039,-104.6362,1031,184.0
Telford,Tennessee,36.2534,-82.5478,1031,154.9
Cookson,Oklahoma,35.7155,-94.9199,1031,29.6
Millers Falls,Massachusetts,42.5792,-72.4925,1031,490.0
Flemington,Georgia,31.8507,-81.5603,1030,76.9
Beale AFB,California,39.1095,-121.3543,1030,36.5
Campbellsburg,Kentucky,38.522,-85.2195,1030,297.1
Tilden,Nebraska,42.0435,-97.8318,1030,537.2
Ventress,Louisiana,30.6825,-91.4248,1030,159.8
Powell,Alabama,34.5326,-85.8975,1029,86.1
Pughtown,Pennsylvania,40.1699,-75.6599,1029,893.9
Anacoco,Louisiana,31.2545,-93.344,1029,120.5
Concord,Michigan,42.1762,-84.6456,1029,298.1
Santee,South Carolina,33.4801,-80.4852,1029,214.2
Grand Meadow,Minnesota,43.7062,-92.5701,1029,619.5
Volcano Golf Course,Hawaii,19.4424,-155.2789,1029,283.5
Bethany,West Virginia,40.2053,-80.5629,1028,544.9
Twinsburg Heights,Ohio,41.3064,-81.4579,1028,377.1
Dresser,Wisconsin,45.3616,-92.6344,1028,175.8
Upper Exeter,Pennsylvania,41.407,-75.8503,1028,215.7
Fairview,Montana,47.852,-104.051,1027,474.7
McElhattan,Pennsylvania,41.1543,-77.3522,1027,135.1
Danville,Iowa,40.8599,-91.3145,1027,479.8
Hayneville,Alabama,32.1822,-86.5787,1027,204.3
Groveland,Idaho,43.2235,-112.3755,1027,183.4
Grant City,Missouri,40.4858,-94.4135,1026,293.4
Otterbein,Indiana,40.4886,-87.0872,1026,308.0
North Branch,Michigan,43.2286,-83.192,1026,260.7
Waelder,Texas,29.6943,-97.2972,1026,324.5
Philipsburg,Montana,46.3324,-113.296,1025,425.4
Webster,Florida,28.6114,-82.0493,1025,272.8
Mackinac Island,Michigan,45.8593,-84.6253,1025,88.0
Fifth Ward,Louisiana,31.1207,-92.1584,1025,79.4
Blue Mound,Illinois,39.7004,-89.1185,1025,748.9
Hooper,Nebraska,41.6116,-96.5487,1025,513.1
Emory,Virginia,36.78,-81.828,1025,106.0
Smithers,West Virginia,38.1685,-81.2991,1025,269.3
Winfield,Iowa,41.1259,-91.4381,1024,383.9
Miranda,Puerto Rico,18.3869,-66.3789,1024,272.0
Fordoche,Louisiana,30.594,-91.6179,1024,151.3
Horatio,Arkansas,33.941,-94.3554,1024,206.4
Brookfield,New Jersey,40.8163,-75.0645,1024,443.1
Cochranton,Pennsylvania,41.5191,-80.047,1024,327.7
Sultana,California,36.5455,-119.3379,1024,1064.2
Apple Creek,Ohio,40.7486,-81.8333,1024,714.2
Faison,North Carolina,35.1164,-78.136,1024,537.6
Lake Park,Georgia,30.6851,-83.1873,1024,234.9
White Oak,Mississippi,34.6438,-90.3495,1024,691.1
Monongah,West Virginia,39.4598,-80.2185,1023,860.7
Kittredge,Colorado,39.6593,-105.3045,1023,195.5
McNary,Arizona,34.0923,-109.8541,1023,52.5
Lemont Furnace,Pennsylvania,39.9103,-79.6628,1023,336.7
New Bedford,Pennsylvania,41.0955,-80.4953,1023,159.3
Black Diamond,Florida,28.9067,-82.4946,1023,108.7
Lake Waynoka,Ohio,38.9401,-83.7786,1022,87.9
Waterloo,Nebraska,41.2856,-96.285,1022,638.5
Galena,Ohio,40.2201,-82.8842,1022,135.4
Slaughter,Louisiana,30.7219,-91.1393,1022,58.3
North Pearsall,Texas,28.9216,-99.095,1022,130.0
Baudette,Minnesota,48.7119,-94.5924,1022,90.4
Wayne City,Illinois,38.3481,-88.5895,1022,209.4
Chester Gap,Virginia,38.8534,-78.1325,1021,208.7
Bude,Mississippi,31.463,-90.8509,1021,279.3
Bolivar,Ohio,40.6539,-81.455,1021,425.0
Camp Wood,Texas,29.6691,-100.0108,1020,778.3
Wayne,Ohio,41.301,-83.4717,1020,815.4
Lorenzo,Texas,33.6703,-101.5361,1020,444.0
Wainaku,Hawaii,19.7449,-155.0984,1020,311.6
Pocono Springs,Pennsylvania,41.2798,-75.4016,1020,110.7
South Wallins,Kentucky,36.8152,-83.4044,1020,55.7
Lake Andes,South Dakota,43.156,-98.5361,1019,489.6
East Sparta,Ohio,40.6635,-81.3643,1019,230.9
Yoe,Pennsylvania,39.9096,-76.6365,1019,1406.5
Hewlett Harbor,New York,40.6327,-73.6843,1019,503.9
Cotter,Arkansas,36.2819,-92.5212,1019,177.2
McAdenville,North Carolina,35.2652,-81.0805,1019,300.2
Coyne Center,Illinois,41.4006,-90.5627,1019,247.4
Pierce,Colorado,40.6411,-104.7701,1019,281.0
Kidron,Ohio,40.744,-81.7467,1018,144.3
Mission,Oregon,45.6586,-118.6655,1018,45.0
Benjamin,Utah,40.0968,-111.729,1018,40.0
Dexter,Oregon,43.9188,-122.822,1017,171.0
Highland,Maryland,39.1814,-76.957,1017,174.3
Piedmont,South Dakota,44.2136,-103.3717,1017,343.0
West Cape May,New Jersey,38.9423,-74.9378,1017,331.7
Beach,North Dakota,46.9189,-104.0055,1017,155.4
Kittery Point,Maine,43.0883,-70.6988,1017,209.2
Brownsville,Kentucky,37.1952,-86.2691,1016,139.4
St. Paul,Texas,33.0437,-96.5504,1016,195.2
LaBarque Creek,Missouri,38.4162,-90.6777,1016,25.6
Nicollet,Minnesota,44.2746,-94.1881,1016,441.6
Guernsey,Wyoming,42.2656,-104.743,1016,387.3
Wabasso,Florida,27.7486,-80.4421,1016,72.3
Bray,Oklahoma,34.616,-97.8207,1015,6.6
Wyanet,Illinois,41.361,-89.5828,1015,500.6
Amherst,Wisconsin,44.4475,-89.2832,1015,293.7
Hauser,Idaho,47.7667,-117.0133,1015,361.9
Lawton,Iowa,42.477,-96.1851,1015,566.0
Riverside,Idaho,43.1965,-112.4356,1015,203.6
Bayside Gardens,Oregon,45.7143,-123.9165,1014,430.0
Gore,Oklahoma,35.5418,-95.1129,1014,204.2
Weleetka,Oklahoma,35.3401,-96.136,1014,592.4
Cool Valley,Missouri,38.7251,-90.3058,1014,939.2
Alliance,North Carolina,35.1434,-76.8084,1014,204.3
Yermo,California,34.9073,-116.8235,1014,644.0
Redwater,Texas,33.3585,-94.2551,1013,228.3
Stonewall,Mississippi,32.1364,-88.7958,1013,132.6
Garden Plain,Kansas,37.6627,-97.6793,1013,380.0
Maysville,Missouri,39.8859,-94.3634,1013,384.9
Port Byron,New York,43.0366,-76.6263,1013,441.2
Essex,Illinois,41.1819,-88.1926,1013,179.7
Sunrise Beach Village,Texas,30.5862,-98.4187,1012,227.3
North Webster,Indiana,41.3239,-85.6979,1012,518.9
Long Grove,Iowa,41.6923,-90.5803,1012,299.5
Fort Davis,Texas,30.5789,-103.8946,1012,38.2
Forrest,Illinois,40.7511,-88.4096,1012,592.5
McGaheysville,Virginia,38.3724,-78.7327,1011,455.1
Thomasboro,Illinois,40.2438,-88.1876,1011,399.9
Woodville,Alabama,34.6256,-86.2792,1011,62.7
Stromsburg,Nebraska,41.1159,-97.5912,1010,387.4
Mountain City,Georgia,34.9196,-83.3854,1010,227.1
Chadwicks,New York,43.0291,-75.271,1010,333.2
Deerfield,Michigan,41.8901,-83.779,1010,426.3
Altamont,Tennessee,35.4325,-85.7433,1010,18.7
Mesa del Caballo,Arizona,34.286,-111.2952,1010,896.8
Rochelle,Georgia,31.9488,-83.4569,1010,220.7
Algonquin,Maryland,38.5843,-76.0965,1010,570.5
Tickfaw,Louisiana,30.5769,-90.4871,1010,221.8
Chase,Pennsylvania,41.2801,-75.9649,1010,172.3
Ouray,Colorado,38.0276,-107.6734,1009,468.1
Gratton,Virginia,37.1351,-81.4212,1009,71.3
Derma,Mississippi,33.8589,-89.2878,1009,229.4
Mertzon,Texas,31.262,-100.8208,1009,253.1
Falls Creek,Pennsylvania,41.1421,-78.8067,1009,401.1
Laurie,Missouri,38.208,-92.8253,1009,64.3
Converse,Indiana,40.5769,-85.8803,1009,444.7
Prices Fork,Virginia,37.207,-80.4852,1009,160.6
Mount Hope,West Virginia,37.8976,-81.1737,1009,262.9
Red Cloud,Nebraska,40.0864,-98.5222,1009,410.0
Schleswig,Iowa,42.1612,-95.4352,1008,305.0
Franklin Grove,Illinois,41.8408,-89.3005,1008,783.0
Diamond,Missouri,36.9969,-94.3152,1008,478.9
Poipu,Hawaii,21.8834,-159.46,1008,151.1
Palouse,Washington,46.9104,-117.0751,1008,357.3
Barnsdall,Oklahoma,36.5595,-96.1383,1007,416.0
Rio,Wisconsin,43.4497,-89.2388,1007,323.2
Douglas,Alabama,34.1705,-86.3224,1007,122.0
Chisholm,Maine,44.4916,-70.1923,1007,205.8
Town Creek,Alabama,34.6718,-87.4063,1006,135.8
Westminster,Texas,33.3649,-96.4598,1006,74.4
Flint Hill,Missouri,38.8627,-90.8724,1006,128.5
Spearville,Kansas,37.8481,-99.7548,1006,596.5
Harrisville,Pennsylvania,41.1365,-80.0105,1006,465.4
New Market,Alabama,34.8892,-86.4226,1006,24.6
White Hall,West Virginia,39.424,-80.1889,1006,446.1
Roosevelt,New Jersey,40.2212,-74.473,1006,181.7
Bloomville,Ohio,41.0514,-83.0137,1006,642.4
Concord,Virginia,37.3426,-78.9862,1005,69.9
Emmonak,Alaska,62.7762,-164.5157,1005,82.8
South Pekin,Illinois,40.4955,-89.6524,1005,796.2
Maben,Mississippi,33.5544,-89.0805,1005,159.6
Funny River,Alaska,60.4876,-150.7812,1005,19.4
Wallace Ridge,Louisiana,31.6849,-91.8321,1004,52.4
Los Luceros,New Mexico,36.1151,-106.0371,1004,145.8
East Mountain,Texas,32.6008,-94.8525,1004,218.5
Shinglehouse,Pennsylvania,41.9662,-78.1907,1004,196.7
Arapahoe,Nebraska,40.3052,-99.898,1004,493.6
Amelia Court House,Virginia,37.3367,-77.9882,1004,107.6
Underwood,Iowa,41.3807,-95.6821,1003,338.5
South Dos Palos,California,36.9707,-120.6467,1003,292.9
Vaiden,Mississippi,33.3332,-89.7533,1003,176.9
Shongopovi,Arizona,35.8195,-110.5331,1003,296.6
Tatamy,Pennsylvania,40.7409,-75.256,1002,728.7
Glasgow,Oregon,43.4371,-124.1961,1002,115.5
Maysville,North Carolina,34.907,-77.2324,1002,451.3
Chama,New Mexico,36.8931,-106.5843,1002,135.7
Sturgeon,Missouri,39.2344,-92.2824,1002,516.0
Prospect,Pennsylvania,40.8992,-80.0487,1001,98.9
Merrill,Iowa,42.7206,-96.2519,1001,756.3
Bidwell,Ohio,38.9248,-82.2856,1001,221.3
Williamsport,Ohio,39.5824,-83.1206,1001,209.2
Naco,Arizona,31.3431,-109.9336,1001,138.1
Hamlet,Indiana,41.3792,-86.5831,1001,303.2
Far Hills,New Jersey,40.6906,-74.6257,1001,72.9
Raymond,Illinois,39.3198,-89.5745,1000,292.6
Oskaloosa,Kansas,39.2158,-95.3145,1000,477.5
Ship Bottom,New Jersey,39.6459,-74.1835,1000,582.3
Goshen,Kentucky,38.4026,-85.5823,1000,1828.2
Florence,Montana,46.6345,-114.0813,1000,404.7
La Vernia,Texas,29.3542,-98.1219,1000,138.2
Saucier,Mississippi,30.6237,-89.1432,1000,69.3
Belmont,Wisconsin,42.7379,-90.3346,1000,456.3
Nunapitchuk,Alaska,60.8772,-162.4615,999,52.7
Waitsburg,Washington,46.2698,-118.1509,999,390.7
Autaugaville,Alabama,32.432,-86.6578,999,40.9
New Philadelphia,Pennsylvania,40.7178,-76.1167,999,249.1
Loyalton,California,39.6768,-120.2448,999,532.8
Metcalfe,Mississippi,33.4505,-91.0018,999,367.0
Shellman,Georgia,31.7571,-84.6159,998,117.7
Russell Gardens,New York,40.7809,-73.7254,998,2465.3
Graettinger,Iowa,43.237,-94.7504,998,534.4
Arkport,New York,42.3926,-77.6955,997,598.4
Smithfield,Pennsylvania,39.8021,-79.8089,997,529.2
Plainfield,Wisconsin,44.2175,-89.4969,997,243.1
Sherburn,Minnesota,43.6549,-94.7275,997,433.8
Mannsville,Oklahoma,34.1854,-96.8981,997,128.9
Hilshire Village,Texas,29.7908,-95.4885,996,1119.4
Leland,Illinois,41.616,-88.7982,996,674.1
Junction City,Ohio,39.7217,-82.2998,996,480.1
Lake Koshkonong,Wisconsin,42.8838,-88.9424,996,26.2
Franklin Springs,Georgia,34.284,-83.1459,996,169.6
Lilbourn,Missouri,36.5907,-89.6132,996,426.2
Hato Viejo,Puerto Rico,18.3605,-66.4813,996,162.8
Fort Loudon,Pennsylvania,39.9219,-77.9073,995,105.9
Livermore,Kentucky,37.4919,-87.1343,995,417.1
Sully,Iowa,41.578,-92.8468,995,637.8
Flovilla,Georgia,33.2524,-83.903,995,199.2
Vandiver,Alabama,33.4601,-86.5247,995,17.4
Sardis,Georgia,32.9756,-81.7621,995,243.9
Friendsville,Tennessee,35.7563,-84.1319,995,142.8
Gales Ferry,Connecticut,41.4215,-72.0854,995,437.4
Kenmare,North Dakota,48.6729,-102.0721,995,284.2
Bunnlevel,North Carolina,35.31,-78.7725,995,39.8
Ironville,Kentucky,38.4562,-82.6978,995,510.6
Bay Head,New Jersey,40.0701,-74.0482,994,692.4
Berry,Alabama,33.6623,-87.6079,994,38.7
Paraje,New Mexico,35.0444,-107.4681,994,54.9
New Richland,Minnesota,43.8939,-93.4939,994,678.8
Bearden,Arkansas,33.7276,-92.6187,994,233.8
West Marion,North Carolina,35.6525,-82.0191,993,286.1
Algodones,New Mexico,35.3804,-106.4731,993,51.6
Harriston,Virginia,38.212,-78.8283,993,222.8
Claverack-Red Mills,New York,42.2264,-73.7268,993,123.0
Tabor,Iowa,40.8949,-95.6736,993,328.8
Auxier,Kentucky,37.7356,-82.7663,993,383.8
Piney View,West Virginia,37.835,-81.1275,993,114.3
Tumbling Shoals,Arkansas,35.5472,-91.9734,993,39.5
Somis,California,34.2652,-118.9984,993,136.9
Camargo,Kentucky,37.997,-83.8926,993,190.1
Germania,New Jersey,39.5088,-74.5922,992,149.4
Ashippun,Wisconsin,43.2182,-88.5159,992,385.8
Cripple Creek,Colorado,38.7467,-105.1851,992,247.4
Lansing,Iowa,43.3602,-91.2256,992,323.7
North Hills,West Virginia,39.315,-81.5088,991,647.6
Desoto Acres,Florida,27.3823,-82.5167,991,340.6
Paint,Pennsylvania,40.242,-78.8501,991,454.0
McClellan Park,California,38.6629,-121.4016,991,80.0
Earlston,Pennsylvania,40.0038,-78.3736,991,403.2
Cinnamon Lake,Ohio,40.9835,-82.1914,991,293.0
South Windham,Maine,43.738,-70.4236,990,330.5
Neola,Iowa,41.4498,-95.6173,990,509.7
Fort Hancock,Texas,31.2837,-105.8446,990,37.5
Clarence,Missouri,39.7432,-92.2602,990,350.3
Parker,South Dakota,43.3978,-97.1334,990,293.3
Lake Michigan Beach,Michigan,42.2127,-86.376,990,111.8
Lawrence,Michigan,42.2157,-86.0534,990,199.1
Welcome,Louisiana,30.0474,-90.8823,990,79.7
Hospers,Iowa,43.0722,-95.9039,989,622.5
Jonesville,South Carolina,34.8348,-81.6811,989,356.9
Quinhagak,Alaska,59.7511,-161.8992,989,80.6
Talmage,California,39.1314,-123.1648,989,275.9
Harmony,Minnesota,43.554,-92.0075,989,356.0
Oriental,North Carolina,35.0357,-76.6816,989,306.7
Exeter,Missouri,36.6707,-93.9399,989,499.9
Guilford Lake,Ohio,40.8032,-80.8772,989,168.4
Lakes of the North,Michigan,44.9361,-84.8845,989,22.6
Coffeeville,Mississippi,33.9764,-89.6845,988,182.4
Pueblito del Río,Puerto Rico,18.228,-65.8615,988,1758.2
Chilton,Texas,31.2848,-97.0607,988,65.6
London,Arkansas,35.328,-93.2416,988,93.5
Stronghurst,Illinois,40.7463,-90.9094,988,471.4
Wister,Oklahoma,34.9696,-94.7212,988,215.5
Lakeview,Arkansas,36.3739,-92.5387,987,360.8
East Tawakoni,Texas,32.9011,-95.9397,987,175.2
Klondike Corner,New Hampshire,42.964,-71.6389,987,88.0
Mescalero,New Mexico,33.1448,-105.7897,987,24.3
Mountain View,Wyoming,41.2724,-110.3342,986,463.3
Rockford,Alabama,32.8895,-86.215,986,103.4
Bow Mar,Colorado,39.6251,-105.0511,986,565.2
Goshen,Utah,39.9511,-111.9008,986,434.0
Arlington Heights,Ohio,39.2154,-84.4556,986,1175.9
Blue Ball,Pennsylvania,40.1157,-76.0517,986,354.1
South Lebanon,Oregon,44.5055,-122.8959,985,295.3
Convoy,Ohio,40.9174,-84.705,985,677.1
Swayzee,Indiana,40.5066,-85.8244,984,797.6
New Waterford,Ohio,40.8478,-80.6188,984,375.6
Grand Rapids,Ohio,41.4078,-83.868,984,387.4
Sentinel,Oklahoma,35.157,-99.1736,984,651.3
Lincoln,Pennsylvania,40.2994,-79.8555,984,82.2
Norwood Court,Missouri,38.7141,-90.2895,984,2326.7
Challenge-Brownsville,California,39.4646,-121.2633,984,46.6
Geronimo,Texas,29.6728,-97.9686,984,37.5
La Fontaine,Indiana,40.6739,-85.7222,983,703.2
Astoria,Illinois,40.2279,-90.3565,983,761.0
Los Olivos,California,34.664,-120.117,983,123.6
Markham,Texas,28.9627,-96.0645,983,176.6
Gayle Mill,South Carolina,34.7023,-81.2391,983,490.3
Arroyo Colorado Estates,Texas,26.1864,-97.6114,982,239.8
Tiki Island,Texas,29.298,-94.9159,982,887.5
Chevy Chase Section Three,Maryland,38.9793,-77.0742,982,2801.9
Carolina,Rhode Island,41.4625,-71.6585,982,138.4
Alhambra Valley,California,37.9668,-122.1361,982,251.3
Milltown,Wisconsin,45.5261,-92.5015,981,214.7
Manassa,Colorado,37.1738,-105.9373,981,430.8
Blue Ridge,Arizona,34.6407,-111.1073,981,17.9
Laurel,Nebraska,42.4301,-97.0986,981,293.1
Highland Holiday,Ohio,39.1949,-83.4703,981,432.6
Hymera,Indiana,39.1859,-87.2989,981,536.2
JAARS,North Carolina,34.8623,-80.7489,981,489.7
Elloree,South Carolina,33.5301,-80.5712,980,363.5
Tonasket,Washington,48.7075,-119.4409,980,462.6
Oakland,Illinois,39.6574,-88.0275,980,524.0
Kenwood,Oklahoma,36.3012,-94.9978,980,8.7
Layton,New Jersey,41.2192,-74.8229,980,51.4
Ottoville,Ohio,40.9342,-84.3383,980,376.2
Yorkville,Ohio,40.1528,-80.7079,980,660.2
Lake Bosworth,Washington,48.0553,-121.9811,980,104.6
